date,hour,zone,usage_kwh,capacity_kwh,usage_percent,essential_load_percent,solar_generation_kwh,battery_backup_kwh,grid_available
2026-01-23,6,Zone A,3791.65,7168,52.9,64,0.0,1474,True
2026-01-23,7,Zone A,3926.53,7168,54.78,64,239.21,1073,True
2026-01-23,8,Zone A,6473.65,7168,90.31,64,304.15,1194,True
2026-01-23,9,Zone A,6272.96,7168,87.51,64,712.58,1503,True
2026-01-23,10,Zone A,5989.44,7168,83.56,64,1021.34,1382,True
2026-01-23,11,Zone A,5422.9,7168,75.65,64,880.75,1418,True
2026-01-23,12,Zone A,4289.9,7168,59.85,64,1152.49,1166,True
2026-01-23,13,Zone A,4446.74,7168,62.04,64,1004.46,1769,True
2026-01-23,14,Zone A,4021.6,7168,56.1,64,850.39,1713,True
2026-01-23,15,Zone A,4329.43,7168,60.4,64,717.69,1248,True
2026-01-23,16,Zone A,3714.8,7168,51.82,64,470.83,1692,True
2026-01-23,17,Zone A,5613.52,7168,78.31,64,176.76,1466,True
2026-01-23,18,Zone A,6772.13,7168,94.48,64,0.0,1861,True
2026-01-23,19,Zone A,6441.57,7168,89.87,64,0.0,1659,True
2026-01-23,20,Zone A,7019.64,7168,97.93,64,0.0,1922,True
2026-01-23,21,Zone A,5206.14,7168,72.63,64,0.0,1433,True
2026-01-23,22,Zone A,4205.44,7168,58.67,64,0.0,1309,False
2026-01-23,23,Zone A,4505.44,7168,62.85,64,0.0,1391,False
2026-01-24,0,Zone A,2042.35,7168,28.49,64,0.0,1897,True
2026-01-24,1,Zone A,1896.83,7168,26.46,64,0.0,1816,True
2026-01-24,2,Zone A,2454.51,7168,34.24,64,0.0,1214,True
2026-01-24,3,Zone A,2290.74,7168,31.96,64,0.0,1172,True
2026-01-24,4,Zone A,1710.14,7168,23.86,64,0.0,1713,True
2026-01-24,5,Zone A,2289.12,7168,31.94,64,0.0,1750,True
2026-01-24,6,Zone A,3676.87,7168,51.3,64,0.0,1202,True
2026-01-24,7,Zone A,3901.12,7168,54.42,64,211.06,1833,True
2026-01-24,8,Zone A,6290.84,7168,87.76,64,313.96,1777,True
2026-01-24,9,Zone A,6982.73,7168,97.42,64,555.9,1641,False
2026-01-24,10,Zone A,5076.21,7168,70.82,64,481.39,1087,True
2026-01-24,11,Zone A,4802.9,7168,67.0,64,503.02,1240,True
2026-01-24,12,Zone A,4108.71,7168,57.32,64,506.65,1272,True
2026-01-24,13,Zone A,4285.66,7168,59.79,64,511.27,1216,False
2026-01-24,14,Zone A,4224.92,7168,58.94,64,748.29,1985,True
2026-01-24,15,Zone A,4391.62,7168,61.27,64,520.37,1439,True
2026-01-24,16,Zone A,4054.48,7168,56.56,64,599.81,1836,True
2026-01-24,17,Zone A,5845.45,7168,81.55,64,197.97,1058,True
2026-01-24,18,Zone A,8047.72,7168,112.27,64,0.0,1891,True
2026-01-24,19,Zone A,7837.26,7168,109.34,64,0.0,1142,True
2026-01-24,20,Zone A,7594.64,7168,105.95,64,0.0,1286,True
2026-01-24,21,Zone A,5301.34,7168,73.96,64,0.0,1674,True
2026-01-24,22,Zone A,4095.5,7168,57.14,64,0.0,1003,True
2026-01-24,23,Zone A,3535.92,7168,49.33,64,0.0,1046,True
2026-01-25,0,Zone A,2327.15,7168,32.47,64,0.0,1496,True
2026-01-25,1,Zone A,2517.45,7168,35.12,64,0.0,1356,True
2026-01-25,2,Zone A,2739.86,7168,38.22,64,0.0,1487,True
2026-01-25,3,Zone A,2390.84,7168,33.35,64,0.0,1199,True
2026-01-25,4,Zone A,2658.61,7168,37.09,64,0.0,1803,False
2026-01-25,5,Zone A,1813.57,7168,25.3,64,0.0,1089,True
2026-01-25,6,Zone A,4528.45,7168,63.18,64,0.0,1478,True
2026-01-25,7,Zone A,4570.44,7168,63.76,64,216.77,1553,True
2026-01-25,8,Zone A,6463.85,7168,90.18,64,580.47,1716,True
2026-01-25,9,Zone A,6755.55,7168,94.25,64,368.02,1951,True
2026-01-25,10,Zone A,5868.51,7168,81.87,64,566.61,1263,True
2026-01-25,11,Zone A,5858.17,7168,81.73,64,932.92,1944,False
2026-01-25,12,Zone A,4133.51,7168,57.67,64,1056.88,1340,True
2026-01-25,13,Zone A,4520.36,7168,63.06,64,889.11,1659,True
2026-01-25,14,Zone A,3992.77,7168,55.7,64,879.19,1390,False
2026-01-25,15,Zone A,4405.92,7168,61.47,64,469.06,1265,True
2026-01-25,16,Zone A,3682.11,7168,51.37,64,369.08,1606,True
2026-01-25,17,Zone A,5361.17,7168,74.79,64,196.03,1873,True
2026-01-25,18,Zone A,8014.36,7168,111.81,64,0.0,1063,False
2026-01-25,19,Zone A,7456.11,7168,104.02,64,0.0,1433,True
2026-01-25,20,Zone A,7853.71,7168,109.57,64,0.0,1956,True
2026-01-25,21,Zone A,5429.05,7168,75.74,64,0.0,1227,True
2026-01-25,22,Zone A,3939.16,7168,54.95,64,0.0,1471,True
2026-01-25,23,Zone A,3864.28,7168,53.91,64,0.0,1857,True
2026-01-26,0,Zone A,2221.98,7168,31.0,64,0.0,1615,True
2026-01-26,1,Zone A,1947.51,7168,27.17,64,0.0,1820,True
2026-01-26,2,Zone A,2275.94,7168,31.75,64,0.0,1705,True
2026-01-26,3,Zone A,2100.31,7168,29.3,64,0.0,1587,True
2026-01-26,4,Zone A,2282.24,7168,31.84,64,0.0,1298,True
2026-01-26,5,Zone A,1895.13,7168,26.44,64,0.0,1156,True
2026-01-26,6,Zone A,4516.39,7168,63.01,64,0.0,1753,True
2026-01-26,7,Zone A,4516.73,7168,63.01,64,284.63,1744,True
2026-01-26,8,Zone A,6997.37,7168,97.62,64,569.33,1163,True
2026-01-26,9,Zone A,7110.49,7168,99.2,64,689.1,1356,True
2026-01-26,10,Zone A,5274.19,7168,73.58,64,604.6,1713,True
2026-01-26,11,Zone A,5562.93,7168,77.61,64,548.77,1331,False
2026-01-26,12,Zone A,4150.54,7168,57.9,64,1154.2,1311,True
2026-01-26,13,Zone A,4187.72,7168,58.42,64,781.74,1494,True
2026-01-26,14,Zone A,4245.34,7168,59.23,64,920.63,1200,True
2026-01-26,15,Zone A,4033.3,7168,56.27,64,404.01,1804,True
2026-01-26,16,Zone A,4096.0,7168,57.14,64,487.81,1172,True
2026-01-26,17,Zone A,5233.05,7168,73.01,64,161.95,1053,True
2026-01-26,18,Zone A,8120.06,7168,113.28,64,0.0,1993,True
2026-01-26,19,Zone A,7298.37,7168,101.82,64,0.0,1034,True
2026-01-26,20,Zone A,6672.07,7168,93.08,64,0.0,1704,False
2026-01-26,21,Zone A,5850.68,7168,81.62,64,0.0,1384,True
2026-01-26,22,Zone A,4421.21,7168,61.68,64,0.0,1665,True
2026-01-26,23,Zone A,3875.39,7168,54.07,64,0.0,1376,True
2026-01-27,0,Zone A,1813.74,7168,25.3,64,0.0,1500,False
2026-01-27,1,Zone A,2003.67,7168,27.95,64,0.0,1586,True
2026-01-27,2,Zone A,2079.79,7168,29.01,64,0.0,1813,False
2026-01-27,3,Zone A,1944.2,7168,27.12,64,0.0,1660,True
2026-01-27,4,Zone A,1975.08,7168,27.55,64,0.0,1333,True
2026-01-27,5,Zone A,2510.61,7168,35.03,64,0.0,1550,True
2026-01-27,6,Zone A,4012.03,7168,55.97,64,0.0,1837,False
2026-01-27,7,Zone A,4283.54,7168,59.76,64,140.99,1857,False
2026-01-27,8,Zone A,7441.94,7168,103.82,64,478.1,1771,True
2026-01-27,9,Zone A,8290.96,7168,115.67,64,442.98,1613,True
2026-01-27,10,Zone A,4889.22,7168,68.21,64,623.54,1040,True
2026-01-27,11,Zone A,5506.62,7168,76.82,64,542.34,1262,True
2026-01-27,12,Zone A,3509.88,7168,48.97,64,709.0,1989,False
2026-01-27,13,Zone A,3902.1,7168,54.44,64,927.98,1254,True
2026-01-27,14,Zone A,3773.46,7168,52.64,64,981.41,1300,False
2026-01-27,15,Zone A,3999.01,7168,55.79,64,697.61,1535,True
2026-01-27,16,Zone A,4116.75,7168,57.43,64,490.78,1678,True
2026-01-27,17,Zone A,4962.31,7168,69.23,64,183.71,1852,True
2026-01-27,18,Zone A,8040.47,7168,112.17,64,0.0,1367,True
2026-01-27,19,Zone A,6558.28,7168,91.49,64,0.0,1076,False
2026-01-27,20,Zone A,6625.61,7168,92.43,64,0.0,1925,True
2026-01-27,21,Zone A,5048.05,7168,70.42,64,0.0,1260,True
2026-01-27,22,Zone A,4253.26,7168,59.34,64,0.0,1208,True
2026-01-27,23,Zone A,4037.96,7168,56.33,64,0.0,1648,True
2026-01-28,0,Zone A,2438.88,7168,34.02,64,0.0,1663,False
2026-01-28,1,Zone A,2307.02,7168,32.18,64,0.0,1157,True
2026-01-28,2,Zone A,2653.93,7168,37.02,64,0.0,1026,False
2026-01-28,3,Zone A,1960.44,7168,27.35,64,0.0,1544,True
2026-01-28,4,Zone A,2373.92,7168,33.12,64,0.0,1337,True
2026-01-28,5,Zone A,2074.41,7168,28.94,64,0.0,1279,True
2026-01-28,6,Zone A,4227.71,7168,58.98,64,0.0,1386,True
2026-01-28,7,Zone A,3754.83,7168,52.38,64,297.11,1179,False
2026-01-28,8,Zone A,7404.04,7168,103.29,64,537.47,1501,True
2026-01-28,9,Zone A,7338.32,7168,102.38,64,781.9,1564,True
2026-01-28,10,Zone A,5668.99,7168,79.09,64,536.52,1969,True
2026-01-28,11,Zone A,5226.94,7168,72.92,64,941.26,1807,False
2026-01-28,12,Zone A,4218.98,7168,58.86,64,781.86,1606,True
2026-01-28,13,Zone A,3873.47,7168,54.04,64,965.21,1673,True
2026-01-28,14,Zone A,3723.56,7168,51.95,64,595.1,1940,True
2026-01-28,15,Zone A,4097.41,7168,57.16,64,654.85,1723,True
2026-01-28,16,Zone A,3916.27,7168,54.64,64,529.46,1514,True
2026-01-28,17,Zone A,5119.41,7168,71.42,64,300.02,1902,True
2026-01-28,18,Zone A,7037.73,7168,98.18,64,0.0,1416,True
2026-01-28,19,Zone A,7863.36,7168,109.7,64,0.0,1078,True
2026-01-28,20,Zone A,7670.96,7168,107.02,64,0.0,1058,True
2026-01-28,21,Zone A,5604.31,7168,78.19,64,0.0,1504,True
2026-01-28,22,Zone A,4396.55,7168,61.34,64,0.0,1520,True
2026-01-28,23,Zone A,4005.44,7168,55.88,64,0.0,1693,False
2026-01-29,0,Zone A,2385.9,7168,33.29,64,0.0,1631,True
2026-01-29,1,Zone A,2662.75,7168,37.15,64,0.0,1731,True
2026-01-29,2,Zone A,2473.12,7168,34.5,64,0.0,1250,False
2026-01-29,3,Zone A,2286.68,7168,31.9,64,0.0,1459,True
2026-01-29,4,Zone A,2479.01,7168,34.58,64,0.0,1536,True
2026-01-29,5,Zone A,1915.86,7168,26.73,64,0.0,1136,False
2026-01-29,6,Zone A,3712.07,7168,51.79,64,0.0,1174,True
2026-01-29,7,Zone A,4365.08,7168,60.9,64,252.44,1851,False
2026-01-29,8,Zone A,8046.72,7168,112.26,64,351.52,1494,True
2026-01-29,9,Zone A,6387.72,7168,89.11,64,665.97,1403,True
2026-01-29,10,Zone A,5980.58,7168,83.43,64,1014.46,1527,True
2026-01-29,11,Zone A,5971.05,7168,83.3,64,1056.57,1058,True
2026-01-29,12,Zone A,3562.28,7168,49.7,64,708.85,1109,True
2026-01-29,13,Zone A,3969.81,7168,55.38,64,754.82,1009,True
2026-01-29,14,Zone A,3836.18,7168,53.52,64,753.76,1920,True
2026-01-29,15,Zone A,4100.57,7168,57.21,64,356.97,1787,True
2026-01-29,16,Zone A,3733.58,7168,52.09,64,354.75,1438,True
2026-01-29,17,Zone A,5265.09,7168,73.45,64,308.66,1672,True
2026-01-29,18,Zone A,6442.94,7168,89.88,64,0.0,1367,True
2026-01-29,19,Zone A,6308.53,7168,88.01,64,0.0,1136,True
2026-01-29,20,Zone A,6883.26,7168,96.03,64,0.0,1032,True
2026-01-29,21,Zone A,5752.03,7168,80.25,64,0.0,1982,True
2026-01-29,22,Zone A,3673.24,7168,51.24,64,0.0,1507,True
2026-01-29,23,Zone A,3963.35,7168,55.29,64,0.0,1902,True
2026-01-30,0,Zone A,2328.27,7168,32.48,64,0.0,1863,True
2026-01-30,1,Zone A,1990.02,7168,27.76,64,0.0,1811,True
2026-01-30,2,Zone A,1868.61,7168,26.07,64,0.0,1013,True
2026-01-30,3,Zone A,1892.49,7168,26.4,64,0.0,1439,False
2026-01-30,4,Zone A,2427.93,7168,33.87,64,0.0,1296,True
2026-01-30,5,Zone A,2277.34,7168,31.77,64,0.0,1253,False
2026-01-30,6,Zone A,3711.52,7168,51.78,64,0.0,1785,True
2026-01-30,7,Zone A,4557.37,7168,63.58,64,174.22,1840,True
2026-01-30,8,Zone A,6740.23,7168,94.03,64,533.48,1717,False
2026-01-30,9,Zone A,7112.24,7168,99.22,64,776.69,1644,True
2026-01-30,10,Zone A,4927.11,7168,68.74,64,456.27,1196,True
2026-01-30,11,Zone A,5352.63,7168,74.67,64,544.45,1052,True
2026-01-30,12,Zone A,3858.67,7168,53.83,64,943.32,1236,True
2026-01-30,13,Zone A,3863.29,7168,53.9,64,827.71,1659,True
2026-01-30,14,Zone A,3754.19,7168,52.37,64,603.09,1359,True
2026-01-30,15,Zone A,3941.51,7168,54.99,64,443.52,1000,True
2026-01-30,16,Zone A,4086.62,7168,57.01,64,349.86,1286,False
2026-01-30,17,Zone A,4842.77,7168,67.56,64,301.22,1372,True
2026-01-30,18,Zone A,6519.22,7168,90.95,64,0.0,1565,True
2026-01-30,19,Zone A,7006.08,7168,97.74,64,0.0,1370,False
2026-01-30,20,Zone A,7101.56,7168,99.07,64,0.0,1665,True
2026-01-30,21,Zone A,5038.81,7168,70.3,64,0.0,1908,True
2026-01-30,22,Zone A,3777.16,7168,52.69,64,0.0,1123,True
2026-01-30,23,Zone A,4263.66,7168,59.48,64,0.0,1670,True
2026-01-31,0,Zone A,1947.23,7168,27.17,64,0.0,1101,True
2026-01-31,1,Zone A,2657.71,7168,37.08,64,0.0,1308,True
2026-01-31,2,Zone A,2589.61,7168,36.13,64,0.0,1738,True
2026-01-31,3,Zone A,1768.46,7168,24.67,64,0.0,1563,True
2026-01-31,4,Zone A,2648.56,7168,36.95,64,0.0,1866,False
2026-01-31,5,Zone A,2761.09,7168,38.52,64,0.0,1459,True
2026-01-31,6,Zone A,4194.87,7168,58.52,64,0.0,1953,False
2026-01-31,7,Zone A,4134.84,7168,57.68,64,179.08,1990,True
2026-01-31,8,Zone A,7075.24,7168,98.71,64,271.28,1995,True
2026-01-31,9,Zone A,7494.6,7168,104.56,64,692.46,1891,False
2026-01-31,10,Zone A,5584.53,7168,77.91,64,888.12,1393,False
2026-01-31,11,Zone A,5550.64,7168,77.44,64,666.53,1188,True
2026-01-31,12,Zone A,3609.24,7168,50.35,64,987.71,1900,False
2026-01-31,13,Zone A,4060.46,7168,56.65,64,837.99,1310,True
2026-01-31,14,Zone A,3747.0,7168,52.27,64,505.22,1229,True
2026-01-31,15,Zone A,3963.31,7168,55.29,64,670.15,1964,True
2026-01-31,16,Zone A,4298.06,7168,59.96,64,526.72,1657,True
2026-01-31,17,Zone A,5625.82,7168,78.49,64,150.46,1664,True
2026-01-31,18,Zone A,7727.78,7168,107.81,64,0.0,1969,False
2026-01-31,19,Zone A,6474.81,7168,90.33,64,0.0,1919,False
2026-01-31,20,Zone A,7104.99,7168,99.12,64,0.0,1640,True
2026-01-31,21,Zone A,5487.51,7168,76.56,64,0.0,1988,True
2026-01-31,22,Zone A,3904.85,7168,54.48,64,0.0,1550,False
2026-01-31,23,Zone A,3756.34,7168,52.4,64,0.0,1391,True
2026-02-01,0,Zone A,2596.77,7168,36.23,64,0.0,1564,True
2026-02-01,1,Zone A,2444.63,7168,34.1,64,0.0,1275,True
2026-02-01,2,Zone A,2375.84,7168,33.15,64,0.0,1770,True
2026-02-01,3,Zone A,1872.93,7168,26.13,64,0.0,1743,True
2026-02-01,4,Zone A,2199.77,7168,30.69,64,0.0,1095,True
2026-02-01,5,Zone A,1886.31,7168,26.32,64,0.0,1883,True
2026-02-01,6,Zone A,3736.27,7168,52.12,64,0.0,1663,True
2026-02-01,7,Zone A,3468.98,7168,48.4,64,161.61,1403,False
2026-02-01,8,Zone A,6350.28,7168,88.59,64,399.24,1465,True
2026-02-01,9,Zone A,6445.79,7168,89.92,64,713.28,1827,True
2026-02-01,10,Zone A,5382.47,7168,75.09,64,445.57,1846,True
2026-02-01,11,Zone A,5672.8,7168,79.14,64,512.54,1254,True
2026-02-01,12,Zone A,3977.28,7168,55.49,64,919.75,1811,True
2026-02-01,13,Zone A,4251.92,7168,59.32,64,980.7,1346,True
2026-02-01,14,Zone A,3744.49,7168,52.24,64,774.22,1454,True
2026-02-01,15,Zone A,3837.52,7168,53.54,64,474.23,1556,True
2026-02-01,16,Zone A,3975.7,7168,55.46,64,538.72,1105,False
2026-02-01,17,Zone A,5181.3,7168,72.28,64,280.96,1145,True
2026-02-01,18,Zone A,7503.36,7168,104.68,64,0.0,1150,True
2026-02-01,19,Zone A,7216.43,7168,100.68,64,0.0,1900,True
2026-02-01,20,Zone A,7636.51,7168,106.54,64,0.0,1923,True
2026-02-01,21,Zone A,5612.03,7168,78.29,64,0.0,1229,True
2026-02-01,22,Zone A,4328.58,7168,60.39,64,0.0,1078,False
2026-02-01,23,Zone A,3815.17,7168,53.23,64,0.0,1946,True
2026-02-02,0,Zone A,2612.2,7168,36.44,64,0.0,1182,True
2026-02-02,1,Zone A,2281.72,7168,31.83,64,0.0,1695,True
2026-02-02,2,Zone A,1951.83,7168,27.23,64,0.0,1308,False
2026-02-02,3,Zone A,2477.38,7168,34.56,64,0.0,1106,True
2026-02-02,4,Zone A,2645.72,7168,36.91,64,0.0,1955,True
2026-02-02,5,Zone A,2562.44,7168,35.75,64,0.0,1078,True
2026-02-02,6,Zone A,4548.04,7168,63.45,64,0.0,1150,True
2026-02-02,7,Zone A,3683.4,7168,51.39,64,273.78,1999,True
2026-02-02,8,Zone A,7406.21,7168,103.32,64,399.61,1744,True
2026-02-02,9,Zone A,6392.76,7168,89.18,64,416.68,1785,True
2026-02-02,10,Zone A,5222.18,7168,72.85,64,724.78,1996,True
2026-02-02,11,Zone A,5522.05,7168,77.04,64,576.42,1966,True
2026-02-02,12,Zone A,3932.62,7168,54.86,64,877.12,1504,False
2026-02-02,13,Zone A,3940.63,7168,54.98,64,539.5,1732,True
2026-02-02,14,Zone A,4153.45,7168,57.94,64,924.83,1224,True
2026-02-02,15,Zone A,3593.21,7168,50.13,64,845.51,1017,True
2026-02-02,16,Zone A,4255.95,7168,59.37,64,572.32,1061,True
2026-02-02,17,Zone A,5415.36,7168,75.55,64,270.48,1142,True
2026-02-02,18,Zone A,7308.75,7168,101.96,64,0.0,1953,True
2026-02-02,19,Zone A,6901.67,7168,96.28,64,0.0,1057,True
2026-02-02,20,Zone A,6585.39,7168,91.87,64,0.0,1146,True
2026-02-02,21,Zone A,5674.04,7168,79.16,64,0.0,1434,True
2026-02-02,22,Zone A,3476.88,7168,48.51,64,0.0,1595,True
2026-02-02,23,Zone A,4034.45,7168,56.28,64,0.0,1161,True
2026-02-03,0,Zone A,1847.98,7168,25.78,64,0.0,1250,True
2026-02-03,1,Zone A,1856.22,7168,25.9,64,0.0,1426,True
2026-02-03,2,Zone A,2461.5,7168,34.34,64,0.0,1143,False
2026-02-03,3,Zone A,2360.97,7168,32.94,64,0.0,1421,True
2026-02-03,4,Zone A,2213.59,7168,30.88,64,0.0,1013,True
2026-02-03,5,Zone A,1802.0,7168,25.14,64,0.0,1657,True
2026-02-03,6,Zone A,3976.43,7168,55.47,64,0.0,1405,True
2026-02-03,7,Zone A,4335.31,7168,60.48,64,229.81,1849,True
2026-02-03,8,Zone A,7892.31,7168,110.1,64,498.27,1433,True
2026-02-03,9,Zone A,6460.15,7168,90.12,64,540.44,1973,True
2026-02-03,10,Zone A,5518.36,7168,76.99,64,466.96,1401,True
2026-02-03,11,Zone A,5913.41,7168,82.5,64,892.09,1079,True
2026-02-03,12,Zone A,4058.48,7168,56.62,64,783.57,1389,True
2026-02-03,13,Zone A,3573.49,7168,49.85,64,769.8,1276,True
2026-02-03,14,Zone A,3614.1,7168,50.42,64,905.13,1343,True
2026-02-03,15,Zone A,3657.41,7168,51.02,64,406.25,1216,False
2026-02-03,16,Zone A,3727.71,7168,52.0,64,315.71,1206,True
2026-02-03,17,Zone A,4912.31,7168,68.53,64,232.7,1045,False
2026-02-03,18,Zone A,7998.11,7168,111.58,64,0.0,1095,True
2026-02-03,19,Zone A,6174.93,7168,86.15,64,0.0,1289,True
2026-02-03,20,Zone A,7010.27,7168,97.8,64,0.0,1400,True
2026-02-03,21,Zone A,5896.99,7168,82.27,64,0.0,1099,True
2026-02-03,22,Zone A,4029.83,7168,56.22,64,0.0,1103,False
2026-02-03,23,Zone A,4141.99,7168,57.78,64,0.0,1601,True
2026-02-04,0,Zone A,2292.98,7168,31.99,64,0.0,1038,True
2026-02-04,1,Zone A,1964.73,7168,27.41,64,0.0,1080,True
2026-02-04,2,Zone A,2565.51,7168,35.79,64,0.0,1220,True
2026-02-04,3,Zone A,2388.22,7168,33.32,64,0.0,1986,False
2026-02-04,4,Zone A,2297.94,7168,32.06,64,0.0,1667,False
2026-02-04,5,Zone A,2574.62,7168,35.92,64,0.0,1804,True
2026-02-04,6,Zone A,3819.77,7168,53.29,64,0.0,1441,True
2026-02-04,7,Zone A,4486.11,7168,62.59,64,199.64,1213,False
2026-02-04,8,Zone A,7669.11,7168,106.99,64,448.42,1509,True
2026-02-04,9,Zone A,7411.82,7168,103.4,64,784.41,1560,True
2026-02-04,10,Zone A,5331.62,7168,74.38,64,535.9,1302,True
2026-02-04,11,Zone A,5009.29,7168,69.88,64,721.89,1072,True
2026-02-04,12,Zone A,4189.16,7168,58.44,64,1190.3,1262,True
2026-02-04,13,Zone A,4002.5,7168,55.84,64,566.78,1582,True
2026-02-04,14,Zone A,3736.02,7168,52.12,64,676.07,1877,False
2026-02-04,15,Zone A,4227.15,7168,58.97,64,535.08,1865,False
2026-02-04,16,Zone A,4365.34,7168,60.9,64,488.77,1518,True
2026-02-04,17,Zone A,5338.27,7168,74.47,64,253.07,1635,True
2026-02-04,18,Zone A,7379.56,7168,102.95,64,0.0,1008,True
2026-02-04,19,Zone A,7610.11,7168,106.17,64,0.0,1162,False
2026-02-04,20,Zone A,6665.24,7168,92.99,64,0.0,1397,True
2026-02-04,21,Zone A,5424.62,7168,75.68,64,0.0,1479,False
2026-02-04,22,Zone A,4359.46,7168,60.82,64,0.0,1087,True
2026-02-04,23,Zone A,4400.89,7168,61.4,64,0.0,1944,True
2026-02-05,0,Zone A,2397.19,7168,33.44,64,0.0,1336,True
2026-02-05,1,Zone A,2171.58,7168,30.3,64,0.0,1497,True
2026-02-05,2,Zone A,2406.87,7168,33.58,64,0.0,1285,True
2026-02-05,3,Zone A,1757.13,7168,24.51,64,0.0,1481,True
2026-02-05,4,Zone A,2314.8,7168,32.29,64,0.0,1032,False
2026-02-05,5,Zone A,2368.43,7168,33.04,64,0.0,1827,True
2026-02-05,6,Zone A,4480.76,7168,62.51,64,0.0,1216,True
2026-02-05,7,Zone A,4502.94,7168,62.82,64,178.3,1650,True
2026-02-05,8,Zone A,6123.24,7168,85.42,64,391.77,1305,True
2026-02-05,9,Zone A,7824.71,7168,109.16,64,685.01,1265,True
2026-02-05,10,Zone A,5421.57,7168,75.64,64,979.6,1350,True
2026-02-05,11,Zone A,4981.07,7168,69.49,64,766.34,1486,False
2026-02-05,12,Zone A,4044.15,7168,56.42,64,987.68,1363,False
2026-02-05,13,Zone A,3726.58,7168,51.99,64,1012.44,1611,True
2026-02-05,14,Zone A,3701.82,7168,51.64,64,806.75,1331,True
2026-02-05,15,Zone A,3725.97,7168,51.98,64,815.77,1511,True
2026-02-05,16,Zone A,3845.23,7168,53.64,64,392.24,1533,True
2026-02-05,17,Zone A,6049.5,7168,84.4,64,284.72,1649,True
2026-02-05,18,Zone A,7448.37,7168,103.91,64,0.0,1763,True
2026-02-05,19,Zone A,7032.13,7168,98.1,64,0.0,1170,False
2026-02-05,20,Zone A,6818.58,7168,95.13,64,0.0,1975,True
2026-02-05,21,Zone A,5822.37,7168,81.23,64,0.0,1014,True
2026-02-05,22,Zone A,4089.81,7168,57.06,64,0.0,1918,True
2026-02-05,23,Zone A,4167.28,7168,58.14,64,0.0,1716,True
2026-02-06,0,Zone A,2354.54,7168,32.85,64,0.0,1420,True
2026-02-06,1,Zone A,2108.97,7168,29.42,64,0.0,1535,True
2026-02-06,2,Zone A,1825.66,7168,25.47,64,0.0,1438,True
2026-02-06,3,Zone A,1961.97,7168,27.37,64,0.0,1555,True
2026-02-06,4,Zone A,2199.64,7168,30.69,64,0.0,1705,True
2026-02-06,5,Zone A,2399.26,7168,33.47,64,0.0,1960,True
2026-02-06,6,Zone A,4596.31,7168,64.12,64,0.0,1665,True
2026-02-06,7,Zone A,4084.83,7168,56.99,64,219.34,1769,False
2026-02-06,8,Zone A,7588.81,7168,105.87,64,405.44,1595,True
2026-02-06,9,Zone A,7703.6,7168,107.47,64,458.42,1795,True
2026-02-06,10,Zone A,5194.58,7168,72.47,64,952.14,1973,True
2026-02-06,11,Zone A,5376.87,7168,75.01,64,796.66,1929,True
2026-02-06,12,Zone A,3533.14,7168,49.29,64,656.76,1290,True
2026-02-06,13,Zone A,4253.92,7168,59.35,64,1049.9,1814,True
2026-02-06,14,Zone A,3965.44,7168,55.32,64,984.1,1033,True
2026-02-06,15,Zone A,3699.06,7168,51.61,64,769.71,1531,False
2026-02-06,16,Zone A,3727.59,7168,52.0,64,450.27,1440,True
2026-02-06,17,Zone A,5347.83,7168,74.61,64,241.06,1402,True
2026-02-06,18,Zone A,7740.25,7168,107.98,64,0.0,1651,True
2026-02-06,19,Zone A,7733.91,7168,107.89,64,0.0,1925,True
2026-02-06,20,Zone A,7128.35,7168,99.45,64,0.0,1101,True
2026-02-06,21,Zone A,5431.06,7168,75.77,64,0.0,1803,True
2026-02-06,22,Zone A,4378.91,7168,61.09,64,0.0,1266,False
2026-02-06,23,Zone A,3647.26,7168,50.88,64,0.0,1095,True
2026-02-07,0,Zone A,1720.15,7168,24.0,64,0.0,1788,False
2026-02-07,1,Zone A,1944.94,7168,27.13,64,0.0,1556,True
2026-02-07,2,Zone A,2187.1,7168,30.51,64,0.0,1751,True
2026-02-07,3,Zone A,2699.41,7168,37.66,64,0.0,1796,True
2026-02-07,4,Zone A,1981.93,7168,27.65,64,0.0,1227,True
2026-02-07,5,Zone A,2025.33,7168,28.26,64,0.0,1743,True
2026-02-07,6,Zone A,4326.83,7168,60.36,64,0.0,1957,True
2026-02-07,7,Zone A,4188.55,7168,58.43,64,234.37,1105,True
2026-02-07,8,Zone A,7137.21,7168,99.57,64,287.48,1289,True
2026-02-07,9,Zone A,7527.46,7168,105.01,64,598.19,1370,True
2026-02-07,10,Zone A,5254.59,7168,73.31,64,446.32,1075,True
2026-02-07,11,Zone A,5522.46,7168,77.04,64,947.7,1384,True
2026-02-07,12,Zone A,4116.51,7168,57.43,64,612.77,1305,True
2026-02-07,13,Zone A,4447.87,7168,62.05,64,909.76,1875,True
2026-02-07,14,Zone A,3618.06,7168,50.48,64,643.24,1628,False
2026-02-07,15,Zone A,3920.44,7168,54.69,64,720.67,1948,True
2026-02-07,16,Zone A,3567.27,7168,49.77,64,258.06,1524,True
2026-02-07,17,Zone A,5034.57,7168,70.24,64,292.21,1030,True
2026-02-07,18,Zone A,6226.38,7168,86.86,64,0.0,1129,True
2026-02-07,19,Zone A,6535.6,7168,91.18,64,0.0,1094,True
2026-02-07,20,Zone A,7628.11,7168,106.42,64,0.0,1478,True
2026-02-07,21,Zone A,5536.27,7168,77.24,64,0.0,1944,True
