date,zone,bin_id,bin_type,fill_percent,weight_kg,is_festival,last_collected,gps_lat,gps_lon
2026-01-31,Zone A,Zone A_Organic_2,Organic,73.26,75.85,False,2026-01-30,13.007933,77.572174
2026-01-31,Zone A,Zone A_Plastic_1,Plastic,64.98,74.72,False,2026-01-28,13.093861,77.623415
2026-01-31,Zone A,Zone A_Mixed_1,Mixed,64.27,56.62,False,2026-01-30,12.918998,77.675763
2026-01-31,Zone A,Zone A_E-Waste_1,E-Waste,32.98,49.27,False,2026-01-26,13.000065,77.556551
2026-02-01,Zone A,Zone A_Organic_1,Organic,72.25,76.75,False,2026-01-29,13.016137,77.552928
2026-02-01,Zone A,Zone A_Plastic_1,Plastic,31.95,32.55,False,2026-02-01,12.918127,77.623617
2026-02-01,Zone A,Zone A_Mixed_1,Mixed,74.56,107.59,False,2026-01-30,12.937119,77.669841
2026-02-01,Zone A,Zone A_E-Waste_2,E-Waste,14.99,13.82,False,2026-01-29,12.910912,77.613409
2026-02-02,Zone A,Zone A_Organic_2,Organic,69.73,62.15,False,2026-01-30,12.979722,77.687376
2026-02-02,Zone A,Zone A_Plastic_1,Plastic,34.68,30.04,False,2026-02-02,13.080828,77.690687
2026-02-02,Zone A,Zone A_Mixed_1,Mixed,39.22,33.12,False,2026-02-02,13.03822,77.524215
2026-02-02,Zone A,Zone A_E-Waste_3,E-Waste,18.85,21.22,False,2026-01-28,12.95001,77.56689
2026-02-03,Zone A,Zone A_Organic_3,Organic,65.47,68.97,False,2026-01-30,12.914721,77.679197
2026-02-03,Zone A,Zone A_Plastic_1,Plastic,30.23,41.74,False,2026-02-01,12.982614,77.588195
2026-02-03,Zone A,Zone A_Mixed_1,Mixed,60.51,55.07,False,2026-01-31,13.099549,77.57296
2026-02-03,Zone A,Zone A_E-Waste_2,E-Waste,12.61,17.15,False,2026-02-02,12.972302,77.552747
2026-02-04,Zone A,Zone A_Organic_1,Organic,46.0,42.78,False,2026-01-31,13.056677,77.575274
2026-02-04,Zone A,Zone A_Plastic_1,Plastic,32.17,35.07,False,2026-01-30,12.984686,77.533706
2026-02-04,Zone A,Zone A_Mixed_3,Mixed,41.7,39.01,False,2026-02-01,12.98806,77.55751
2026-02-04,Zone A,Zone A_E-Waste_3,E-Waste,19.03,15.81,False,2026-02-01,12.91709,77.567426
2026-02-05,Zone A,Zone A_Organic_3,Organic,59.84,76.45,False,2026-02-01,13.069408,77.59864
2026-02-05,Zone A,Zone A_Plastic_3,Plastic,60.74,55.53,False,2026-02-05,12.963182,77.592918
2026-02-05,Zone A,Zone A_Mixed_3,Mixed,59.98,86.19,False,2026-02-01,13.018955,77.64284
2026-02-05,Zone A,Zone A_E-Waste_2,E-Waste,34.47,40.94,False,2026-02-04,12.919727,77.694161
2026-02-06,Zone A,Zone A_Organic_1,Organic,43.74,42.9,False,2026-02-01,12.952619,77.531443
2026-02-06,Zone A,Zone A_Plastic_3,Plastic,62.24,63.37,False,2026-02-04,13.077367,77.693231
2026-02-06,Zone A,Zone A_Mixed_2,Mixed,43.67,62.92,False,2026-02-05,12.988734,77.684618
2026-02-06,Zone A,Zone A_E-Waste_2,E-Waste,36.87,52.33,False,2026-02-04,12.918482,77.678271
2026-02-07,Zone A,Zone A_Organic_3,Organic,100.0,143.33,True,2026-02-05,13.030931,77.60855
2026-02-07,Zone A,Zone A_Plastic_2,Plastic,100.0,80.34,True,2026-02-05,12.901488,77.524449
2026-02-07,Zone A,Zone A_Mixed_1,Mixed,100.0,108.23,True,2026-02-07,12.992301,77.577391
2026-02-07,Zone A,Zone A_E-Waste_1,E-Waste,56.36,46.53,True,2026-02-07,13.034421,77.590387
2026-02-08,Zone A,Zone A_Organic_1,Organic,66.59,77.62,False,2026-02-03,12.91757,77.532467
2026-02-08,Zone A,Zone A_Plastic_1,Plastic,68.59,77.45,False,2026-02-05,12.971531,77.667716
2026-02-08,Zone A,Zone A_Mixed_2,Mixed,35.49,29.97,False,2026-02-08,13.033141,77.670417
2026-02-08,Zone A,Zone A_E-Waste_3,E-Waste,37.33,37.46,False,2026-02-07,13.056229,77.64456
2026-02-09,Zone A,Zone A_Organic_2,Organic,62.12,91.41,False,2026-02-07,12.915024,77.584229
2026-02-09,Zone A,Zone A_Plastic_2,Plastic,38.23,50.99,False,2026-02-08,12.960591,77.632158
2026-02-09,Zone A,Zone A_Mixed_1,Mixed,68.45,66.9,False,2026-02-06,12.963421,77.558328
2026-02-09,Zone A,Zone A_E-Waste_2,E-Waste,38.28,34.49,False,2026-02-05,12.929171,77.545765
2026-02-10,Zone A,Zone A_Organic_3,Organic,57.02,85.24,False,2026-02-08,12.925259,77.514657
2026-02-10,Zone A,Zone A_Plastic_1,Plastic,46.91,54.31,False,2026-02-07,12.910963,77.603704
2026-02-10,Zone A,Zone A_Mixed_3,Mixed,67.36,58.5,False,2026-02-05,12.967588,77.529762
2026-02-10,Zone A,Zone A_E-Waste_2,E-Waste,37.58,41.18,False,2026-02-08,12.929372,77.6691
2026-02-11,Zone A,Zone A_Organic_2,Organic,50.28,46.86,False,2026-02-10,12.91971,77.586631
2026-02-11,Zone A,Zone A_Plastic_2,Plastic,53.22,54.29,False,2026-02-08,12.906747,77.564716
2026-02-11,Zone A,Zone A_Mixed_2,Mixed,39.14,50.24,False,2026-02-10,12.995161,77.699882
2026-02-11,Zone A,Zone A_E-Waste_3,E-Waste,13.13,12.56,False,2026-02-06,12.95812,77.585058
2026-02-12,Zone A,Zone A_Organic_1,Organic,65.31,86.85,False,2026-02-12,13.089296,77.608664
2026-02-12,Zone A,Zone A_Plastic_3,Plastic,31.82,36.23,False,2026-02-09,13.015321,77.6369
2026-02-12,Zone A,Zone A_Mixed_2,Mixed,53.11,56.46,False,2026-02-12,13.011486,77.653192
2026-02-12,Zone A,Zone A_E-Waste_1,E-Waste,39.52,39.2,False,2026-02-07,13.034736,77.6268
2026-02-13,Zone A,Zone A_Organic_3,Organic,51.34,52.08,False,2026-02-10,12.948089,77.553493
2026-02-13,Zone A,Zone A_Plastic_1,Plastic,44.84,56.42,False,2026-02-08,13.07131,77.59376
2026-02-13,Zone A,Zone A_Mixed_2,Mixed,65.36,74.15,False,2026-02-13,13.032971,77.600393
2026-02-13,Zone A,Zone A_E-Waste_2,E-Waste,14.69,21.53,False,2026-02-12,12.915301,77.66173
2026-02-14,Zone A,Zone A_Organic_2,Organic,41.95,62.44,False,2026-02-10,12.942853,77.503708
2026-02-14,Zone A,Zone A_Plastic_3,Plastic,34.62,35.64,False,2026-02-11,13.011402,77.639306
2026-02-14,Zone A,Zone A_Mixed_2,Mixed,60.77,80.0,False,2026-02-12,12.93383,77.504249
2026-02-14,Zone A,Zone A_E-Waste_3,E-Waste,33.64,49.0,False,2026-02-14,13.019793,77.596619
2026-02-15,Zone A,Zone A_Organic_3,Organic,42.7,42.13,False,2026-02-10,12.930664,77.579644
2026-02-15,Zone A,Zone A_Plastic_1,Plastic,45.87,43.29,False,2026-02-11,13.021121,77.678348
2026-02-15,Zone A,Zone A_Mixed_2,Mixed,38.08,55.52,False,2026-02-15,12.918077,77.569266
2026-02-15,Zone A,Zone A_E-Waste_2,E-Waste,11.06,14.19,False,2026-02-10,13.08445,77.627252
2026-02-16,Zone A,Zone A_Organic_2,Organic,47.1,53.77,False,2026-02-11,13.078388,77.622283
2026-02-16,Zone A,Zone A_Plastic_3,Plastic,69.08,103.47,False,2026-02-11,13.031226,77.578751
2026-02-16,Zone A,Zone A_Mixed_1,Mixed,38.56,34.16,False,2026-02-11,13.064336,77.59207
2026-02-16,Zone A,Zone A_E-Waste_3,E-Waste,19.97,17.92,False,2026-02-12,12.929704,77.6652
2026-02-17,Zone A,Zone A_Organic_1,Organic,78.22,72.73,False,2026-02-14,12.997209,77.527401
2026-02-17,Zone A,Zone A_Plastic_1,Plastic,62.98,81.62,False,2026-02-16,13.003821,77.568807
2026-02-17,Zone A,Zone A_Mixed_2,Mixed,39.93,36.83,False,2026-02-14,13.039861,77.691595
2026-02-17,Zone A,Zone A_E-Waste_2,E-Waste,12.76,12.7,False,2026-02-16,12.999361,77.641678
2026-02-18,Zone A,Zone A_Organic_1,Organic,52.62,60.22,False,2026-02-13,12.998015,77.550876
2026-02-18,Zone A,Zone A_Plastic_1,Plastic,57.05,58.0,False,2026-02-17,12.902373,77.550526
2026-02-18,Zone A,Zone A_Mixed_1,Mixed,52.57,50.83,False,2026-02-15,12.952181,77.573923
2026-02-18,Zone A,Zone A_E-Waste_3,E-Waste,23.66,29.16,False,2026-02-14,12.957498,77.568476
2026-02-19,Zone A,Zone A_Organic_3,Organic,53.17,63.63,False,2026-02-14,13.091851,77.658718
2026-02-19,Zone A,Zone A_Plastic_1,Plastic,68.09,97.55,False,2026-02-19,13.072703,77.614936
2026-02-19,Zone A,Zone A_Mixed_2,Mixed,62.56,82.42,False,2026-02-15,12.998339,77.621559
2026-02-19,Zone A,Zone A_E-Waste_3,E-Waste,28.21,30.37,False,2026-02-14,13.056741,77.597713
2026-02-20,Zone A,Zone A_Organic_2,Organic,58.15,55.58,False,2026-02-15,13.025368,77.584455
2026-02-20,Zone A,Zone A_Plastic_3,Plastic,61.4,52.19,False,2026-02-16,12.929718,77.547871
2026-02-20,Zone A,Zone A_Mixed_1,Mixed,39.08,55.56,False,2026-02-20,12.947876,77.541495
2026-02-20,Zone A,Zone A_E-Waste_1,E-Waste,10.88,11.2,False,2026-02-18,13.089108,77.635279
2026-02-21,Zone A,Zone A_Organic_2,Organic,56.2,67.65,False,2026-02-17,13.066457,77.662501
2026-02-21,Zone A,Zone A_Plastic_3,Plastic,59.27,51.71,False,2026-02-20,12.927887,77.645857
2026-02-21,Zone A,Zone A_Mixed_1,Mixed,44.13,40.56,False,2026-02-21,13.011543,77.65707
2026-02-21,Zone A,Zone A_E-Waste_3,E-Waste,32.58,46.28,False,2026-02-18,12.911847,77.653627
2026-02-22,Zone A,Zone A_Organic_3,Organic,52.18,63.1,False,2026-02-22,12.94971,77.502387
2026-02-22,Zone A,Zone A_Plastic_3,Plastic,69.0,82.34,False,2026-02-19,13.091758,77.54102
2026-02-22,Zone A,Zone A_Mixed_3,Mixed,41.78,40.01,False,2026-02-22,12.98485,77.689265
2026-02-22,Zone A,Zone A_E-Waste_3,E-Waste,15.57,16.56,False,2026-02-22,13.003173,77.623454
2026-02-23,Zone A,Zone A_Organic_1,Organic,57.85,61.36,False,2026-02-19,12.946377,77.685082
2026-02-23,Zone A,Zone A_Plastic_3,Plastic,42.06,54.69,False,2026-02-19,13.011822,77.654522
2026-02-23,Zone A,Zone A_Mixed_1,Mixed,56.61,53.11,False,2026-02-18,12.955661,77.630005
2026-02-23,Zone A,Zone A_E-Waste_3,E-Waste,34.12,40.28,False,2026-02-23,12.944666,77.541773
2026-02-24,Zone A,Zone A_Organic_2,Organic,62.99,67.84,False,2026-02-22,13.068463,77.562632
2026-02-24,Zone A,Zone A_Plastic_1,Plastic,47.58,54.33,False,2026-02-24,12.903103,77.682754
2026-02-24,Zone A,Zone A_Mixed_2,Mixed,47.88,69.92,False,2026-02-20,12.926034,77.540893
2026-02-24,Zone A,Zone A_E-Waste_2,E-Waste,26.55,23.12,False,2026-02-24,13.055811,77.505487
2026-02-25,Zone A,Zone A_Organic_1,Organic,62.59,82.75,False,2026-02-21,13.098486,77.511592
2026-02-25,Zone A,Zone A_Plastic_1,Plastic,59.17,69.49,False,2026-02-22,12.996249,77.695057
2026-02-25,Zone A,Zone A_Mixed_1,Mixed,73.46,85.27,False,2026-02-20,12.970821,77.592899
2026-02-25,Zone A,Zone A_E-Waste_2,E-Waste,22.79,22.93,False,2026-02-23,13.07685,77.661372
2026-02-26,Zone A,Zone A_Organic_3,Organic,41.33,55.4,False,2026-02-23,12.982193,77.636213
2026-02-26,Zone A,Zone A_Plastic_2,Plastic,32.43,46.16,False,2026-02-21,12.980318,77.65311
2026-02-26,Zone A,Zone A_Mixed_1,Mixed,38.62,46.39,False,2026-02-26,13.043727,77.639392
2026-02-26,Zone A,Zone A_E-Waste_1,E-Waste,39.68,48.14,False,2026-02-24,13.048713,77.505112
2026-02-27,Zone A,Zone A_Organic_1,Organic,69.06,95.9,False,2026-02-25,13.037036,77.546073
2026-02-27,Zone A,Zone A_Plastic_2,Plastic,54.91,81.31,False,2026-02-27,13.054791,77.542982
2026-02-27,Zone A,Zone A_Mixed_3,Mixed,60.24,57.1,False,2026-02-24,12.919505,77.60769
2026-02-27,Zone A,Zone A_E-Waste_1,E-Waste,36.37,51.92,False,2026-02-25,13.096993,77.574214
2025-11-30,Zone B,Zone B_Organic_2,Organic,45.76,39.69,False,2025-11-29,13.065625,77.589753
2025-11-30,Zone B,Zone B_Plastic_3,Plastic,41.94,42.32,False,2025-11-26,12.954003,77.595636
2025-11-30,Zone B,Zone B_Mixed_1,Mixed,49.41,66.83,False,2025-11-28,12.912124,77.58492
2025-11-30,Zone B,Zone B_E-Waste_2,E-Waste,35.03,42.14,False,2025-11-26,12.904815,77.643301
2025-12-01,Zone B,Zone B_Organic_2,Organic,64.97,57.42,False,2025-12-01,13.062889,77.697322
2025-12-01,Zone B,Zone B_Plastic_3,Plastic,59.13,73.02,False,2025-11-28,13.009747,77.632287
2025-12-01,Zone B,Zone B_Mixed_3,Mixed,35.91,34.61,False,2025-11-26,13.095061,77.564164
2025-12-01,Zone B,Zone B_E-Waste_3,E-Waste,12.96,15.85,False,2025-11-28,13.007921,77.660146
2025-12-02,Zone B,Zone B_Organic_2,Organic,51.11,56.46,False,2025-11-27,12.98934,77.699373
2025-12-02,Zone B,Zone B_Plastic_3,Plastic,58.77,79.1,False,2025-11-27,12.989453,77.558885
2025-12-02,Zone B,Zone B_Mixed_1,Mixed,36.34,37.08,False,2025-12-02,13.085309,77.627168
2025-12-02,Zone B,Zone B_E-Waste_1,E-Waste,39.21,56.66,False,2025-11-27,13.033196,77.583965
2025-12-03,Zone B,Zone B_Organic_2,Organic,40.38,54.56,False,2025-12-03,12.923409,77.578712
2025-12-03,Zone B,Zone B_Plastic_2,Plastic,61.96,75.65,False,2025-11-29,13.035911,77.507087
2025-12-03,Zone B,Zone B_Mixed_1,Mixed,37.86,53.73,False,2025-11-28,12.915688,77.674625
2025-12-03,Zone B,Zone B_E-Waste_2,E-Waste,32.13,37.83,False,2025-11-30,13.026016,77.503821
2025-12-04,Zone B,Zone B_Organic_2,Organic,71.34,70.64,False,2025-12-01,12.97187,77.603829
2025-12-04,Zone B,Zone B_Plastic_1,Plastic,69.05,55.9,False,2025-12-02,12.907482,77.558578
2025-12-04,Zone B,Zone B_Mixed_2,Mixed,45.19,47.51,False,2025-11-30,12.992392,77.605685
2025-12-04,Zone B,Zone B_E-Waste_1,E-Waste,18.87,27.88,False,2025-12-01,12.970201,77.572256
2025-12-05,Zone B,Zone B_Organic_3,Organic,100.0,89.94,True,2025-12-03,12.979263,77.52691
2025-12-05,Zone B,Zone B_Plastic_2,Plastic,100.0,85.82,True,2025-12-04,13.006069,77.639336
2025-12-05,Zone B,Zone B_Mixed_3,Mixed,100.0,85.54,True,2025-12-01,12.922421,77.633518
2025-12-05,Zone B,Zone B_E-Waste_1,E-Waste,84.23,90.03,True,2025-12-04,13.036253,77.574573
2025-12-06,Zone B,Zone B_Organic_1,Organic,54.73,56.42,False,2025-12-06,12.961655,77.52177
2025-12-06,Zone B,Zone B_Plastic_1,Plastic,47.57,65.96,False,2025-12-06,13.055177,77.551345
2025-12-06,Zone B,Zone B_Mixed_3,Mixed,52.31,51.9,False,2025-12-03,13.071351,77.694127
2025-12-06,Zone B,Zone B_E-Waste_3,E-Waste,21.62,20.15,False,2025-12-06,13.025169,77.638156
2025-12-07,Zone B,Zone B_Organic_1,Organic,68.02,60.21,False,2025-12-04,12.9804,77.511582
2025-12-07,Zone B,Zone B_Plastic_2,Plastic,42.29,44.96,False,2025-12-04,13.001979,77.684126
2025-12-07,Zone B,Zone B_Mixed_2,Mixed,50.19,54.89,False,2025-12-05,13.052216,77.628727
2025-12-07,Zone B,Zone B_E-Waste_3,E-Waste,37.08,34.33,False,2025-12-02,12.961662,77.688295
2025-12-08,Zone B,Zone B_Organic_1,Organic,60.34,80.91,False,2025-12-08,13.071235,77.659032
2025-12-08,Zone B,Zone B_Plastic_2,Plastic,55.31,54.77,False,2025-12-03,13.03657,77.555809
2025-12-08,Zone B,Zone B_Mixed_2,Mixed,72.34,88.04,False,2025-12-03,12.931424,77.615655
2025-12-08,Zone B,Zone B_E-Waste_3,E-Waste,31.51,46.81,False,2025-12-08,13.043517,77.553231
2025-12-09,Zone B,Zone B_Organic_3,Organic,76.38,91.86,False,2025-12-07,12.904003,77.500993
2025-12-09,Zone B,Zone B_Plastic_3,Plastic,42.38,43.98,False,2025-12-05,12.951014,77.581035
2025-12-09,Zone B,Zone B_Mixed_3,Mixed,41.19,54.54,False,2025-12-05,13.04829,77.66011
2025-12-09,Zone B,Zone B_E-Waste_2,E-Waste,26.8,33.53,False,2025-12-06,13.050389,77.595684
2025-12-10,Zone B,Zone B_Organic_3,Organic,72.22,78.91,False,2025-12-08,13.07074,77.594004
2025-12-10,Zone B,Zone B_Plastic_1,Plastic,48.11,40.01,False,2025-12-09,12.954837,77.529603
2025-12-10,Zone B,Zone B_Mixed_1,Mixed,57.52,80.44,False,2025-12-07,12.924524,77.525359
2025-12-10,Zone B,Zone B_E-Waste_3,E-Waste,27.15,27.55,False,2025-12-07,13.061346,77.586506
2025-12-11,Zone B,Zone B_Organic_2,Organic,70.14,90.09,False,2025-12-11,13.017665,77.620278
2025-12-11,Zone B,Zone B_Plastic_2,Plastic,36.55,50.69,False,2025-12-10,12.968502,77.631564
2025-12-11,Zone B,Zone B_Mixed_3,Mixed,43.42,48.37,False,2025-12-07,12.999243,77.68567
2025-12-11,Zone B,Zone B_E-Waste_1,E-Waste,25.93,27.19,False,2025-12-08,12.963712,77.523355
2025-12-12,Zone B,Zone B_Organic_3,Organic,57.44,77.57,False,2025-12-07,13.018243,77.634182
2025-12-12,Zone B,Zone B_Plastic_2,Plastic,49.4,62.39,False,2025-12-10,13.057019,77.595494
2025-12-12,Zone B,Zone B_Mixed_2,Mixed,71.67,107.22,False,2025-12-10,12.90681,77.660992
2025-12-12,Zone B,Zone B_E-Waste_2,E-Waste,38.34,32.16,False,2025-12-10,13.099204,77.649974
2025-12-13,Zone B,Zone B_Organic_2,Organic,54.74,54.6,False,2025-12-09,12.956435,77.62798
2025-12-13,Zone B,Zone B_Plastic_3,Plastic,57.68,81.59,False,2025-12-11,12.991658,77.564754
2025-12-13,Zone B,Zone B_Mixed_2,Mixed,50.58,62.76,False,2025-12-10,12.951667,77.681291
2025-12-13,Zone B,Zone B_E-Waste_3,E-Waste,26.49,27.81,False,2025-12-08,12.967366,77.633821
2025-12-14,Zone B,Zone B_Organic_3,Organic,56.4,54.68,False,2025-12-12,13.03797,77.694312
2025-12-14,Zone B,Zone B_Plastic_1,Plastic,58.34,86.81,False,2025-12-14,13.099937,77.679699
2025-12-14,Zone B,Zone B_Mixed_1,Mixed,66.21,84.76,False,2025-12-13,12.994084,77.646746
2025-12-14,Zone B,Zone B_E-Waste_1,E-Waste,25.84,33.46,False,2025-12-13,12.994961,77.614357
2025-12-15,Zone B,Zone B_Organic_3,Organic,59.92,87.65,False,2025-12-11,13.016214,77.55454
2025-12-15,Zone B,Zone B_Plastic_1,Plastic,59.42,74.36,False,2025-12-12,13.063381,77.50457
2025-12-15,Zone B,Zone B_Mixed_2,Mixed,72.01,98.48,False,2025-12-11,12.906223,77.627244
2025-12-15,Zone B,Zone B_E-Waste_2,E-Waste,23.06,32.57,False,2025-12-13,13.008191,77.628285
2025-12-16,Zone B,Zone B_Organic_2,Organic,47.86,50.36,False,2025-12-16,13.092101,77.620631
2025-12-16,Zone B,Zone B_Plastic_2,Plastic,62.08,68.45,False,2025-12-15,12.99564,77.674134
2025-12-16,Zone B,Zone B_Mixed_2,Mixed,62.23,60.94,False,2025-12-14,12.998195,77.584015
2025-12-16,Zone B,Zone B_E-Waste_2,E-Waste,26.93,22.76,False,2025-12-16,12.977918,77.688969
2025-12-17,Zone B,Zone B_Organic_2,Organic,40.87,56.62,False,2025-12-14,13.060563,77.568621
2025-12-17,Zone B,Zone B_Plastic_1,Plastic,43.77,38.05,False,2025-12-13,12.914792,77.585418
2025-12-17,Zone B,Zone B_Mixed_2,Mixed,56.21,63.86,False,2025-12-13,12.928385,77.510694
2025-12-17,Zone B,Zone B_E-Waste_3,E-Waste,11.38,13.28,False,2025-12-16,12.943152,77.669993
2025-12-18,Zone B,Zone B_Organic_3,Organic,63.18,56.8,False,2025-12-15,12.95993,77.53557
2025-12-18,Zone B,Zone B_Plastic_2,Plastic,52.97,68.93,False,2025-12-16,13.024704,77.519534
2025-12-18,Zone B,Zone B_Mixed_1,Mixed,38.61,41.14,False,2025-12-14,13.027742,77.681525
2025-12-18,Zone B,Zone B_E-Waste_3,E-Waste,13.53,16.94,False,2025-12-17,13.014473,77.560105
2025-12-19,Zone B,Zone B_Organic_1,Organic,49.89,74.52,False,2025-12-15,12.931138,77.59243
2025-12-19,Zone B,Zone B_Plastic_3,Plastic,66.23,65.18,False,2025-12-17,13.018025,77.519178
2025-12-19,Zone B,Zone B_Mixed_1,Mixed,61.14,50.09,False,2025-12-18,13.06528,77.612576
2025-12-19,Zone B,Zone B_E-Waste_3,E-Waste,39.44,58.96,False,2025-12-15,13.09041,77.696773
2025-12-20,Zone B,Zone B_Organic_3,Organic,63.19,57.37,False,2025-12-16,13.089489,77.558016
2025-12-20,Zone B,Zone B_Plastic_1,Plastic,52.3,49.45,False,2025-12-17,12.971449,77.672356
2025-12-20,Zone B,Zone B_Mixed_3,Mixed,70.41,70.47,False,2025-12-19,13.00598,77.559982
2025-12-20,Zone B,Zone B_E-Waste_1,E-Waste,24.22,27.5,False,2025-12-18,13.025562,77.625983
2025-12-21,Zone B,Zone B_Organic_3,Organic,49.75,68.22,False,2025-12-16,12.935862,77.589711
2025-12-21,Zone B,Zone B_Plastic_1,Plastic,57.35,49.07,False,2025-12-18,13.015091,77.662804
2025-12-21,Zone B,Zone B_Mixed_2,Mixed,41.34,34.42,False,2025-12-19,12.9705,77.531588
2025-12-21,Zone B,Zone B_E-Waste_2,E-Waste,28.52,25.73,False,2025-12-16,13.026738,77.635115
2025-12-22,Zone B,Zone B_Organic_1,Organic,67.64,60.91,False,2025-12-18,13.043739,77.652459
2025-12-22,Zone B,Zone B_Plastic_2,Plastic,53.57,51.88,False,2025-12-18,13.075937,77.6053
2025-12-22,Zone B,Zone B_Mixed_2,Mixed,69.42,59.39,False,2025-12-21,13.071006,77.693505
2025-12-22,Zone B,Zone B_E-Waste_2,E-Waste,14.97,17.09,False,2025-12-20,12.999573,77.607675
2025-12-23,Zone B,Zone B_Organic_1,Organic,42.08,34.19,False,2025-12-20,13.040992,77.671386
2025-12-23,Zone B,Zone B_Plastic_1,Plastic,53.87,75.76,False,2025-12-20,12.962699,77.66697
2025-12-23,Zone B,Zone B_Mixed_2,Mixed,39.01,39.86,False,2025-12-22,12.914862,77.602759
2025-12-23,Zone B,Zone B_E-Waste_1,E-Waste,10.55,8.59,False,2025-12-23,13.040873,77.50159
2025-12-24,Zone B,Zone B_Organic_3,Organic,42.76,52.02,False,2025-12-22,12.94987,77.637695
2025-12-24,Zone B,Zone B_Plastic_2,Plastic,32.25,46.7,False,2025-12-21,12.972883,77.605822
2025-12-24,Zone B,Zone B_Mixed_1,Mixed,46.64,50.23,False,2025-12-22,12.96357,77.51579
2025-12-24,Zone B,Zone B_E-Waste_1,E-Waste,21.1,30.21,False,2025-12-19,12.915892,77.676452
2025-12-25,Zone B,Zone B_Organic_3,Organic,52.09,56.09,False,2025-12-24,13.090878,77.518326
2025-12-25,Zone B,Zone B_Plastic_1,Plastic,49.09,63.13,False,2025-12-20,13.039471,77.513121
2025-12-25,Zone B,Zone B_Mixed_3,Mixed,62.72,62.26,False,2025-12-24,12.918455,77.690218
2025-12-25,Zone B,Zone B_E-Waste_2,E-Waste,22.45,18.39,False,2025-12-22,13.099785,77.501362
2025-12-26,Zone B,Zone B_Organic_3,Organic,77.33,115.9,False,2025-12-23,12.942622,77.542615
2025-12-26,Zone B,Zone B_Plastic_3,Plastic,49.24,61.24,False,2025-12-26,12.916685,77.677129
2025-12-26,Zone B,Zone B_Mixed_1,Mixed,38.91,55.13,False,2025-12-24,13.013136,77.582746
2025-12-26,Zone B,Zone B_E-Waste_1,E-Waste,34.81,51.72,False,2025-12-22,13.070568,77.683868
2025-12-27,Zone B,Zone B_Organic_3,Organic,67.09,65.93,False,2025-12-27,12.983186,77.541743
2025-12-27,Zone B,Zone B_Plastic_2,Plastic,43.39,60.42,False,2025-12-23,12.985271,77.580572
2025-12-27,Zone B,Zone B_Mixed_1,Mixed,71.62,72.99,False,2025-12-27,13.09517,77.554169
2025-12-27,Zone B,Zone B_E-Waste_2,E-Waste,26.27,21.78,False,2025-12-25,13.065734,77.516692
2025-12-28,Zone B,Zone B_Organic_3,Organic,74.14,110.89,False,2025-12-28,13.091371,77.567792
2025-12-28,Zone B,Zone B_Plastic_1,Plastic,65.77,86.97,False,2025-12-28,13.041546,77.614435
2025-12-28,Zone B,Zone B_Mixed_2,Mixed,59.45,85.48,False,2025-12-23,12.981289,77.666106
2025-12-28,Zone B,Zone B_E-Waste_1,E-Waste,24.46,29.85,False,2025-12-27,13.059768,77.640557
2025-12-29,Zone B,Zone B_Organic_2,Organic,79.87,97.83,False,2025-12-26,12.909937,77.565467
2025-12-29,Zone B,Zone B_Plastic_3,Plastic,63.71,65.78,False,2025-12-28,12.963365,77.569988
2025-12-29,Zone B,Zone B_Mixed_2,Mixed,41.77,42.46,False,2025-12-27,13.051424,77.577358
2025-12-29,Zone B,Zone B_E-Waste_2,E-Waste,29.89,38.39,False,2025-12-26,13.051374,77.656072
2025-12-30,Zone B,Zone B_Organic_2,Organic,74.11,104.93,False,2025-12-25,13.003645,77.599729
2025-12-30,Zone B,Zone B_Plastic_2,Plastic,34.37,30.29,False,2025-12-26,13.011615,77.657747
2025-12-30,Zone B,Zone B_Mixed_2,Mixed,37.22,54.91,False,2025-12-30,13.08945,77.613504
2025-12-30,Zone B,Zone B_E-Waste_3,E-Waste,33.57,34.62,False,2025-12-27,12.908408,77.534081
2025-12-31,Zone B,Zone B_Organic_3,Organic,55.26,81.24,False,2025-12-31,12.952531,77.646824
2025-12-31,Zone B,Zone B_Plastic_1,Plastic,66.09,94.8,False,2025-12-29,13.04932,77.624826
2025-12-31,Zone B,Zone B_Mixed_2,Mixed,65.63,86.9,False,2025-12-28,13.058195,77.503756
2025-12-31,Zone B,Zone B_E-Waste_3,E-Waste,11.82,12.32,False,2025-12-31,12.91296,77.663828
2026-01-01,Zone B,Zone B_Organic_3,Organic,60.47,65.95,False,2025-12-31,12.982141,77.550413
2026-01-01,Zone B,Zone B_Plastic_3,Plastic,67.89,75.43,False,2025-12-30,12.928596,77.512554
2026-01-01,Zone B,Zone B_Mixed_3,Mixed,57.54,66.37,False,2025-12-30,12.929974,77.681301
2026-01-01,Zone B,Zone B_E-Waste_1,E-Waste,23.36,24.94,False,2025-12-28,12.915719,77.630676
2026-01-02,Zone B,Zone B_Organic_2,Organic,99.3,104.46,True,2025-12-30,12.930832,77.686377
2026-01-02,Zone B,Zone B_Plastic_3,Plastic,100.0,135.08,True,2025-12-30,12.982223,77.520955
2026-01-02,Zone B,Zone B_Mixed_1,Mixed,96.69,85.57,True,2025-12-30,13.056686,77.564489
2026-01-02,Zone B,Zone B_E-Waste_1,E-Waste,68.97,76.06,True,2026-01-02,13.037562,77.674142
2026-01-03,Zone B,Zone B_Organic_1,Organic,68.41,80.44,False,2026-01-03,12.901089,77.589756
